1775648386730531,0,0,3839151728,3839151728,11110000,01110000
1775648396990515,0,0,3839151728,3839151728,11110000,01110000
1775648408130467,0,0,3839151728,3839151728,11110000,01110000
1775649077440417,0,0,3839610448,3839610448,11110000,01110000
1775649088260429,0,0,3839610448,3839610448,11110000,01110000
1775652676811414,0,0,4166827455,4166827455,11110000,11110000
1775652686931365,0,0,4166827455,4166827455,11110000,11110000
1775652697071312,0,0,4166827455,4166827455,11110000,11110000
1775652707216363,0,0,4166827455,4166827455,11110000,11110000
1775654348272182,0,0,3570136252,3570136252,11110000,01110000
1775656612382359,0,0,3571774649,3571774649,11110000,01110000
1775656623642425,0,0,3571774649,3571774649,11110000,01110000
1775656633822344,0,0,3571774649,3571774649,11110000,01110000
1775659900809350,0,0,3639216928,3639216928,11110000,11110000
1775659905889249,0,0,3639216928,3639216928,11110000,11110000
1775659909089149,0,0,3639216928,3639216928,11110000,11110000
1775659909774196,0,0,3639216928,3639216928,11110000,11110000
1775659912234322,0,0,3639216928,3639216928,11110000,11110000
1775727390653918,0,0,4119594965,4119594965,11110000,11110000
1775727392793945,0,0,4119594965,4119594965,11110000,11110000
1775727394893912,0,0,4119594965,4119594965,11110000,11110000
1775727396998951,0,0,4119594965,4119594965,11110000,11110000
1775727399158966,0,0,4119594965,4119594965,11110000,11110000
1775731534922889,0,0,3806575885,3806575885,11110000,11110000
1775731545122608,0,0,3806575885,3806575885,11110000,11110000
1775731555242607,0,0,3806575885,3806575885,11110000,11110000
1775738416926214,0,0,4270903028,4270903028,11110000,01110000
1775738428156144,0,0,4270903028,4270903028,11110000,01110000
1775738438266127,0,0,4270903028,4270903028,11110000,01110000
1775738451151197,0,0,4270968420,4270968420,11110000,01110000
1775738462491161,0,0,4270968420,4270968420,11110000,01110000
1775740503702265,0,0,4152936535,4152936535,11110000,01110000
1775743065883496,0,0,4241276223,4241276223,11110000,11110000
1775743066101015,0,0,4241276223,4241276223,11110000,11110000
1775743066300910,0,0,4241276223,4241276223,11110000,11110000
1775744725151602,0,0,3296986975,3296986975,11110000,11110000
1775744727291583,0,0,3296986975,3296986975,11110000,11110000
1775744729411426,0,0,3296986975,3296986975,11110000,11110000
1775744731576391,0,0,3296986975,3296986975,11110000,11110000
1775744733676472,0,0,3296986975,3296986975,11110000,11110000
1775751643977495,0,0,3268706859,3268706859,11110000,01110000
1775751654977407,0,0,3268706859,3268706859,11110000,01110000
1775751665217385,0,0,3268706859,3268706859,11110000,01110000
1775752003682275,0,0,3268969109,3268969109,11110000,01110000
