1775635380480372,2,ANON_IMSI_A1
1775635405566318,5,ANON_IMSI_A1
1775635703160717,2,ANON_IMSI_A1
1775635728324529,4,ANON_IMSI_A1
1775635843385497,6,ANON_IMSI_C1
1775635868295351,11,ANON_IMSI_C1
1775636060775390,4,ANON_IMSI_A1
1775636171803440,6,ANON_IMSI_C1
1775636196797536,11,ANON_IMSI_C1
1775636527306604,18,ANON_IMSI_C1
1775637151871812,3,ANON_IMSI_C1
1775637171751904,13,ANON_IMSI_C1
1775637389362680,4,ANON_IMSI_A1
1775637489335446,8,ANON_IMSI_C1
1775637514549696,15,ANON_IMSI_C1
1775637811704341,7,ANON_IMSI_C1
1775637842019325,13,ANON_IMSI_C1
1775638150267252,9,ANON_IMSI_C1
1775638175259290,16,ANON_IMSI_C1
1775638482500382,9,ANON_IMSI_C1
1775638507724285,18,ANON_IMSI_C1
1775638798005279,7,ANON_IMSI_C1
1775638823021197,12,ANON_IMSI_C1
1775639131441406,4,ANON_IMSI_C1
1775639156433415,10,ANON_IMSI_C1
1775639459740987,3,ANON_IMSI_C1
1775639484732924,9,ANON_IMSI_C1
1775639788073318,5,ANON_IMSI_C1
1775639813083306,12,ANON_IMSI_C1
1775640111445732,2,ANON_IMSI_C1
1775640136475719,5,ANON_IMSI_C1
1775640445357481,2,ANON_IMSI_C1
1775640470389386,9,ANON_IMSI_C1
1775640774943535,2,ANON_IMSI_C1
1775640799941501,6,ANON_IMSI_C1
1775641105332715,8,ANON_IMSI_C1
1775641130304679,14,ANON_IMSI_C1
1775641433506865,5,ANON_IMSI_C1
1775641458104706,10,ANON_IMSI_C1
1775641759937062,3,ANON_IMSI_C1
1775641784941019,5,ANON_IMSI_C1
1775642095287007,7,ANON_IMSI_C1
1775642120292946,12,ANON_IMSI_C1
1775642742940996,4,ANON_IMSI_C1
1775642767949204,7,ANON_IMSI_C1
1775642972378411,5,ANON_IMSI_A1
1775643075598388,7,ANON_IMSI_C1
1775643100606518,11,ANON_IMSI_C1
1775643263474802,2,ANON_IMSI_A1
1775643288596970,3,ANON_IMSI_A1
1775643406873997,8,ANON_IMSI_C1
1775643431896023,13,ANON_IMSI_C1
1775643755447235,8,ANON_IMSI_C1
1775644056092658,5,ANON_IMSI_C1
1775644081120610,8,ANON_IMSI_C1
1775644283338930,4,ANON_IMSI_A1
1775644386583579,5,ANON_IMSI_C1
1775644411619309,11,ANON_IMSI_C1
1775644424197950,13,ANON_IMSI_C1
1775645565939601,2,ANON_IMSI_A1
1775645591067594,5,ANON_IMSI_A1
1775645705662890,3,ANON_IMSI_C1
1775645730656824,10,ANON_IMSI_C1
1775645901890202,2,ANON_IMSI_A1
1775645927234159,4,ANON_IMSI_A1
1775646685599177,6,ANON_IMSI_C1
1775646710623382,8,ANON_IMSI_C1
1775646724989560,10,ANON_IMSI_C1
1775647056666331,3,ANON_IMSI_C1
1775647350109969,5,ANON_IMSI_C1
1775647375128095,7,ANON_IMSI_C1
1775647685751422,4,ANON_IMSI_C1
1775647710777505,7,ANON_IMSI_C1
1775648005870209,4,ANON_IMSI_C1
1775648030880235,9,ANON_IMSI_C1
1775648676205149,6,ANON_IMSI_C1
1775648701217182,9,ANON_IMSI_C1
1775648998968366,5,ANON_IMSI_C1
1775649023984305,9,ANON_IMSI_C1
1775649322158832,4,ANON_IMSI_C1
1775649347184861,7,ANON_IMSI_C1
1775649670331009,5,ANON_IMSI_C1
1775649989782338,6,ANON_IMSI_C1
1775650014774332,13,ANON_IMSI_C1
1775650306472010,2,ANON_IMSI_C1
1775650636187515,4,ANON_IMSI_C1
1775650649803211,5,ANON_IMSI_C1
1775650964408896,2,ANON_IMSI_C1
1775650989412605,3,ANON_IMSI_C1
1775651299771707,2,ANON_IMSI_C1
1775651324779598,5,ANON_IMSI_C1
1775651981381159,7,ANON_IMSI_C1
1775652608560522,2,ANON_IMSI_C1
1775652633566624,5,ANON_IMSI_C1
1775653267849355,4,ANON_IMSI_C1
1775653292863304,8,ANON_IMSI_C1
1775653590463516,4,ANON_IMSI_C1
1775653615465495,6,ANON_IMSI_C1
1775653628721436,9,ANON_IMSI_C1
1775653919227197,4,ANON_IMSI_C1
1775653944231147,6,ANON_IMSI_C1
1775654248877070,7,ANON_IMSI_C1
1775654273883144,11,ANON_IMSI_C1
1775654577195079,4,ANON_IMSI_C1
1775654602221132,7,ANON_IMSI_C1
1775655568009100,5,ANON_IMSI_C1
1775655593021220,12,ANON_IMSI_C1
1775655895184843,5,ANON_IMSI_C1
1775655920330964,15,ANON_IMSI_C1
1775656109792397,5,ANON_IMSI_A1
1775656221680101,5,ANON_IMSI_C1
1775656246700221,12,ANON_IMSI_C1
1775656430703056,3,ANON_IMSI_A1
1775656455779111,9,ANON_IMSI_A1
1775656556825225,7,ANON_IMSI_C1
1775656581864337,13,ANON_IMSI_C1
1775656776152504,5,ANON_IMSI_A1
1775656878898389,6,ANON_IMSI_C1
1775656896630057,12,ANON_IMSI_C1
1775657072149953,2,ANON_IMSI_A1
1775657097291650,3,ANON_IMSI_A1
1775657562722067,7,ANON_IMSI_C1
1775657761167719,7,ANON_IMSI_A1
1775658078061515,2,ANON_IMSI_A1
1775658103225514,4,ANON_IMSI_A1
1775658403001654,2,ANON_IMSI_A1
1775658428333507,4,ANON_IMSI_A1
1775658526666667,3,ANON_IMSI_C1
1775658550732690,6,ANON_IMSI_C1
1775658737069156,2,ANON_IMSI_A1
1775658762255050,4,ANON_IMSI_A1
1775658860072141,7,ANON_IMSI_C1
1775658879490212,11,ANON_IMSI_C1
1775659048803532,2,ANON_IMSI_A1
1775659073929513,4,ANON_IMSI_A1
1775659398289364,2,ANON_IMSI_A1
1775659513658113,3,ANON_IMSI_C1
1775659538668114,6,ANON_IMSI_C1
1775659871304073,15,ANON_IMSI_C1
1775660199625091,13,ANON_IMSI_C1
1775660826933799,3,ANON_IMSI_C1
1775660851944073,8,ANON_IMSI_C1
1775661047831613,3,ANON_IMSI_A1
1775661160886811,6,ANON_IMSI_C1
1775661513011023,6,ANON_IMSI_C1
1775661819421655,5,ANON_IMSI_C1
1775661844455695,12,ANON_IMSI_C1
1775662365636053,5,ANON_IMSI_A1
1775662478649471,7,ANON_IMSI_C1
1775662495681535,13,ANON_IMSI_C1
1775662795689443,6,ANON_IMSI_C1
1775662820715404,10,ANON_IMSI_C1
1775662992768262,2,ANON_IMSI_A1
1775663018122167,5,ANON_IMSI_A1
1775663130895911,5,ANON_IMSI_C1
1775663153171857,9,ANON_IMSI_C1
1775663329022962,2,ANON_IMSI_A1
1775663354284708,3,ANON_IMSI_A1
1775663658396588,2,ANON_IMSI_A1
1775663694180576,3,ANON_IMSI_A1
1775664115768815,2,ANON_IMSI_C1
1775664139346698,3,ANON_IMSI_C1
1775664774301488,2,ANON_IMSI_C1
1775664799303439,3,ANON_IMSI_C1
1775665108392671,2,ANON_IMSI_C1
1775665133394522,3,ANON_IMSI_C1
1775665431124370,3,ANON_IMSI_C1
1775665456132318,7,ANON_IMSI_C1
1775666416005442,3,ANON_IMSI_C1
1775666441015377,7,ANON_IMSI_C1
1775667073832970,2,ANON_IMSI_C1
1775667110861503,6,ANON_IMSI_C1
1775668075970387,4,ANON_IMSI_C1
1775668389673301,2,ANON_IMSI_C1
1775668414675356,3,ANON_IMSI_C1
1775668723756252,2,ANON_IMSI_C1
1775668741842322,5,ANON_IMSI_C1
1775669046969501,2,ANON_IMSI_C1
1775669071973022,4,ANON_IMSI_C1
1775669712500339,3,ANON_IMSI_C1
1775669737504099,5,ANON_IMSI_C1
1775671028384420,2,ANON_IMSI_C1
1775671053468864,3,ANON_IMSI_C1
1775672004959662,2,ANON_IMSI_C1
1775672029961835,3,ANON_IMSI_C1
1775672337828381,3,ANON_IMSI_C1
1775672362834468,6,ANON_IMSI_C1
1775672663630741,2,ANON_IMSI_C1
1775672688634787,4,ANON_IMSI_C1
1775673315336890,2,ANON_IMSI_C1
1775673334920644,4,ANON_IMSI_C1
1775673664459366,2,ANON_IMSI_C1
1775674306515091,2,ANON_IMSI_C1
1775674331519026,4,ANON_IMSI_C1
1775674635415310,2,ANON_IMSI_C1
1775674660417264,3,ANON_IMSI_C1
1775674998528781,4,ANON_IMSI_C1
1775675293347471,2,ANON_IMSI_C1
1775675318349485,3,ANON_IMSI_C1
1775676307027845,2,ANON_IMSI_C1
1775677260342354,3,ANON_IMSI_C1
1775677285346329,5,ANON_IMSI_C1
1775677596898450,2,ANON_IMSI_C1
1775677621902430,4,ANON_IMSI_C1
1775678579751851,2,ANON_IMSI_C1
1775678605019758,4,ANON_IMSI_C1
1775678615469685,5,ANON_IMSI_C1
1775678909287775,2,ANON_IMSI_C1
1775679234706054,3,ANON_IMSI_C1
1775679252588017,4,ANON_IMSI_C1
1775679566880881,2,ANON_IMSI_C1
1775679591884812,4,ANON_IMSI_C1
1775679892456392,3,ANON_IMSI_C1
1775679917454373,5,ANON_IMSI_C1
1775680225962949,2,ANON_IMSI_C1
1775680251466904,4,ANON_IMSI_C1
1775680261880912,5,ANON_IMSI_C1
1775680889395234,3,ANON_IMSI_C1
1775680907319218,5,ANON_IMSI_C1
1775681535068635,3,ANON_IMSI_C1
1775681566924665,5,ANON_IMSI_C1
1775681869342332,2,ANON_IMSI_C1
1775681894344288,3,ANON_IMSI_C1
1775682541082222,2,ANON_IMSI_C1
1775682855655885,2,ANON_IMSI_C1
1775682880121951,5,ANON_IMSI_C1
1775683190893069,2,ANON_IMSI_C1
1775683215897116,4,ANON_IMSI_C1
1775683516355234,2,ANON_IMSI_C1
1775683541359254,4,ANON_IMSI_C1
1775683843096072,2,ANON_IMSI_C1
1775684173982726,2,ANON_IMSI_C1
1775684199024636,3,ANON_IMSI_C1
1775684499113345,2,ANON_IMSI_C1
1775684524115364,3,ANON_IMSI_C1
1775684833798117,2,ANON_IMSI_C1
1775684858801978,4,ANON_IMSI_C1
1775685153338166,2,ANON_IMSI_C1
1775685178340256,3,ANON_IMSI_C1
1775685486603579,2,ANON_IMSI_C1
1775685511607818,4,ANON_IMSI_C1
1775685818053742,2,ANON_IMSI_C1
1775685843057934,4,ANON_IMSI_C1
1775686151159969,2,ANON_IMSI_C1
1775686167841979,3,ANON_IMSI_C1
1775686468429798,2,ANON_IMSI_C1
1775686493431822,3,ANON_IMSI_C1
1775686796721310,2,ANON_IMSI_C1
1775686821723402,3,ANON_IMSI_C1
1775687125605359,3,ANON_IMSI_C1
1775687150629357,5,ANON_IMSI_C1
1775687474837673,2,ANON_IMSI_C1
1775687783154321,2,ANON_IMSI_C1
1775687808156177,3,ANON_IMSI_C1
1775687821758027,5,ANON_IMSI_C1
1775688111940092,2,ANON_IMSI_C1
1775688136941976,3,ANON_IMSI_C1
1775688150363953,5,ANON_IMSI_C1
1775688445424229,2,ANON_IMSI_C1
1775688470426108,3,ANON_IMSI_C1
1775688774334952,2,ANON_IMSI_C1
1775688799338907,4,ANON_IMSI_C1
1775689105179932,2,ANON_IMSI_C1
1775689130241820,3,ANON_IMSI_C1
1775689431564857,2,ANON_IMSI_C1
1775689446046897,3,ANON_IMSI_C1
1775689767607022,2,ANON_IMSI_C1
1775689792611057,4,ANON_IMSI_C1
1775690101014047,2,ANON_IMSI_C1
1775690113396735,3,ANON_IMSI_C1
1775690747442528,2,ANON_IMSI_C1
1775690772444527,3,ANON_IMSI_C1
1775691093022889,2,ANON_IMSI_C1
1775691404061901,2,ANON_IMSI_C1
1775691429065816,4,ANON_IMSI_C1
1775691733123221,2,ANON_IMSI_C1
1775691758125387,3,ANON_IMSI_C1
1775692062640688,2,ANON_IMSI_C1
1775692085984802,4,ANON_IMSI_C1
1775692388296609,2,ANON_IMSI_C1
1775692413298705,3,ANON_IMSI_C1
1775692719203070,3,ANON_IMSI_C1
1775692744199099,5,ANON_IMSI_C1
1775693049438889,3,ANON_IMSI_C1
1775693074496919,5,ANON_IMSI_C1
1775693393398273,2,ANON_IMSI_C1
1775693700464338,2,ANON_IMSI_C1
1775693725488070,4,ANON_IMSI_C1
1775694060637738,3,ANON_IMSI_C1
1775694359472678,2,ANON_IMSI_C1
1775694384474659,3,ANON_IMSI_C1
1775694692304900,2,ANON_IMSI_C1
1775694716267547,3,ANON_IMSI_C1
1775695019333437,2,ANON_IMSI_C1
1775695044337358,4,ANON_IMSI_C1
1775695349666779,2,ANON_IMSI_C1
1775695374652716,3,ANON_IMSI_C1
1775695677972508,3,ANON_IMSI_C1
1775695702970653,5,ANON_IMSI_C1
1775696014633881,2,ANON_IMSI_C1
1775696039657998,4,ANON_IMSI_C1
1775696335918551,2,ANON_IMSI_C1
1775696360920700,3,ANON_IMSI_C1
1775696664207835,2,ANON_IMSI_C1
1775696689211812,4,ANON_IMSI_C1
1775697004595042,2,ANON_IMSI_C1
1775697017797037,3,ANON_IMSI_C1
1775697337355172,2,ANON_IMSI_C1
1775697647804295,3,ANON_IMSI_C1
1775697672802213,5,ANON_IMSI_C1
1775698328810037,4,ANON_IMSI_C1
1775698636066316,2,ANON_IMSI_C1
1775698661070275,4,ANON_IMSI_C1
1775698965039918,3,ANON_IMSI_C1
1775698990043943,5,ANON_IMSI_C1
1775699293895274,2,ANON_IMSI_C1
1775699320039188,4,ANON_IMSI_C1
1775699622302130,2,ANON_IMSI_C1
1775699647346179,4,ANON_IMSI_C1
1775699950605890,2,ANON_IMSI_C1
1775699975607852,3,ANON_IMSI_C1
1775700280213627,3,ANON_IMSI_C1
1775700305209632,5,ANON_IMSI_C1
1775700609182817,2,ANON_IMSI_C1
1775700634186796,4,ANON_IMSI_C1
1775700941573621,2,ANON_IMSI_C1
1775700961495678,3,ANON_IMSI_C1
1775701266038381,2,ANON_IMSI_C1
1775701291042407,4,ANON_IMSI_C1
1775701602412186,2,ANON_IMSI_C1
1775701627416292,4,ANON_IMSI_C1
1775701930785333,3,ANON_IMSI_C1
1775701947881448,5,ANON_IMSI_C1
1775702255844853,2,ANON_IMSI_C1
1775702280848960,4,ANON_IMSI_C1
1775702585596268,3,ANON_IMSI_C1
1775702610612247,5,ANON_IMSI_C1
1775702910517377,3,ANON_IMSI_C1
1775702935513439,5,ANON_IMSI_C1
1775703239593845,3,ANON_IMSI_C1
1775703253937896,5,ANON_IMSI_C1
1775703565751408,3,ANON_IMSI_C1
1775703590749515,5,ANON_IMSI_C1
1775703891728664,3,ANON_IMSI_C1
1775703916726388,5,ANON_IMSI_C1
1775704241703128,2,ANON_IMSI_C1
1775704556054424,2,ANON_IMSI_C1
1775704581056287,3,ANON_IMSI_C1
1775704889616326,3,ANON_IMSI_C1
1775704914612218,5,ANON_IMSI_C1
1775705215199620,2,ANON_IMSI_C1
1775705248837475,4,ANON_IMSI_C1
1775705541670998,2,ANON_IMSI_C1
1775705566674883,4,ANON_IMSI_C1
1775705880824469,4,ANON_IMSI_C1
1775705905826550,6,ANON_IMSI_C1
1775706200849382,3,ANON_IMSI_C1
1775706225845310,5,ANON_IMSI_C1
1775706534888315,2,ANON_IMSI_C1
1775706559952329,4,ANON_IMSI_C1
1775707181982668,2,ANON_IMSI_C1
1775707513589815,2,ANON_IMSI_C1
1775707538591879,3,ANON_IMSI_C1
1775707842403296,3,ANON_IMSI_C1
1775707867399187,5,ANON_IMSI_C1
1775708172281103,2,ANON_IMSI_C1
1775708197285106,4,ANON_IMSI_C1
1775708836917102,2,ANON_IMSI_C1
1775708861921099,4,ANON_IMSI_C1
1775709174511552,2,ANON_IMSI_C1
1775709498778428,2,ANON_IMSI_C1
1775709523782454,4,ANON_IMSI_C1
1775709819353758,2,ANON_IMSI_C1
1775709844357836,4,ANON_IMSI_C1
1775710148335050,2,ANON_IMSI_C1
1775710173339080,4,ANON_IMSI_C1
1775710476625204,2,ANON_IMSI_C1
1775710501629272,4,ANON_IMSI_C1
1775710834298354,3,ANON_IMSI_C1
1775711132641211,2,ANON_IMSI_C1
1775711169679248,4,ANON_IMSI_C1
1775711462286752,2,ANON_IMSI_C1
1775711487290747,4,ANON_IMSI_C1
1775711785005605,2,ANON_IMSI_C1
1775711810027667,3,ANON_IMSI_C1
1775712119521672,2,ANON_IMSI_C1
1775712144526059,4,ANON_IMSI_C1
1775712448490913,3,ANON_IMSI_C1
1775712473487121,5,ANON_IMSI_C1
1775712775585751,2,ANON_IMSI_C1
1775712800589854,4,ANON_IMSI_C1
1775713106398931,3,ANON_IMSI_C1
1775713433023531,3,ANON_IMSI_C1
