1774016642873122,1,0,ANON_5G_CON_IMSI_A0_03695121b312ec5340c3764e0c2be76bb096154a68194f20b8864f50aabb2434839016a7b5f20f4ee223036c2244
1774016959664238,1,0,ANON_5G_CON_IMSI_A0_039e3af8d12336aeb059dae239f46ce1eaf7232631c8f708411b3299dc0317017a8ef63e4281cebd5480760f1204
1774016969904211,2,0,ANON_5G_CON_IMSI_A0_039e3af8d12336aeb059dae239f46ce1eaf7232631c8f708411b3299dc0317017a8ef63e4281cebd5480760f1204
1774017614882521,1,0,ANON_5G_CON_IMSI_A0_03b3adf52764637f25b08a0ab00f64a246d4fa566341cc9b61326bdc2170635c40c74b91697137b983c0eaad8dcf
1774017625082353,2,0,ANON_5G_CON_IMSI_A0_03b3adf52764637f25b08a0ab00f64a246d4fa566341cc9b61326bdc2170635c40c74b91697137b983c0eaad8dcf
1774017920628784,1,0,ANON_5G_CON_IMSI_A0_03b773764e7ed0c40621f472fef7cb10d0322f6bfcadc2b12f963b3e916a47b0c7eb0a6add4b1c7e0998c6501b4b
1774017930828731,2,0,ANON_5G_CON_IMSI_A0_03b773764e7ed0c40621f472fef7cb10d0322f6bfcadc2b12f963b3e916a47b0c7eb0a6add4b1c7e0998c6501b4b
1774017941028710,3,0,ANON_5G_CON_IMSI_A0_03b773764e7ed0c40621f472fef7cb10d0322f6bfcadc2b12f963b3e916a47b0c7eb0a6add4b1c7e0998c6501b4b
1774017951233727,4,0,ANON_5G_CON_IMSI_A0_03b773764e7ed0c40621f472fef7cb10d0322f6bfcadc2b12f963b3e916a47b0c7eb0a6add4b1c7e0998c6501b4b
1774019239825267,1,0,ANON_5G_CON_IMSI_A0_039e52be533c76dae1db1f3398fc6f8ad3240df2961c3eda4f9363396106eb16fde02e2370962dc435f5bb77db41
1774019250005226,2,0,ANON_5G_CON_IMSI_A0_039e52be533c76dae1db1f3398fc6f8ad3240df2961c3eda4f9363396106eb16fde02e2370962dc435f5bb77db41
1774019260185270,3,0,ANON_5G_CON_IMSI_A0_039e52be533c76dae1db1f3398fc6f8ad3240df2961c3eda4f9363396106eb16fde02e2370962dc435f5bb77db41
1774019270400199,4,0,ANON_5G_CON_IMSI_A0_039e52be533c76dae1db1f3398fc6f8ad3240df2961c3eda4f9363396106eb16fde02e2370962dc435f5bb77db41
1774020891635593,1,0,ANON_5G_CON_IMSI_A0_03afa45e4edb6d524e5584cdaec00dd4e7d1f16e0b4b92e12464fa52eb5f8f89cafa5b3dcdc1155cfee3746aab3f
1774020901835621,2,0,ANON_5G_CON_IMSI_A0_03afa45e4edb6d524e5584cdaec00dd4e7d1f16e0b4b92e12464fa52eb5f8f89cafa5b3dcdc1155cfee3746aab3f
1774020912035566,3,0,ANON_5G_CON_IMSI_A0_03afa45e4edb6d524e5584cdaec00dd4e7d1f16e0b4b92e12464fa52eb5f8f89cafa5b3dcdc1155cfee3746aab3f
1774021566316414,1,0,ANON_5G_CON_IMSI_A0_03ef904a1f46506f7ffa29dfdf651e70e42877c468ec765a2fec22f9f63712e4e9658af421c1ec22ca97ef351234
1774021576516473,2,0,ANON_5G_CON_IMSI_A0_03ef904a1f46506f7ffa29dfdf651e70e42877c468ec765a2fec22f9f63712e4e9658af421c1ec22ca97ef351234
1774021903503816,1,0,ANON_5G_CON_IMSI_A0_03131ec4e6008ae08a7056c5a4db3a513f1ade8d2a7e53b8f55fe77a2c19cf2712b9f4581283f234e55657a17db0
1774023533890127,1,0,ANON_5G_CON_IMSI_A0_03b3842718e0f0d0cda73c47b05d9695fc6b309e1016d109d0902dc8574ea1a08a53cb4c92bd13e1a4685fece71c
1774023544090123,2,0,ANON_5G_CON_IMSI_A0_03b3842718e0f0d0cda73c47b05d9695fc6b309e1016d109d0902dc8574ea1a08a53cb4c92bd13e1a4685fece71c
1774024184135137,1,0,ANON_5G_CON_IMSI_A0_039b1e1fcaa44c1442f916f38fc5d0bceb8775b998efca997e82020921877f6fa734ff029d4180d2d5d475b09790
1774024194375096,2,0,ANON_5G_CON_IMSI_A0_039b1e1fcaa44c1442f916f38fc5d0bceb8775b998efca997e82020921877f6fa734ff029d4180d2d5d475b09790
1774024204555052,3,0,ANON_5G_CON_IMSI_A0_039b1e1fcaa44c1442f916f38fc5d0bceb8775b998efca997e82020921877f6fa734ff029d4180d2d5d475b09790
1774024854094804,1,0,ANON_5G_CON_IMSI_A0_03510f460347be5d51fed0777c8deb8ba1e59f96ee923fcbb89524972652f0fa2e6c567780ccba750bb7596b23be
1774024864294694,2,0,ANON_5G_CON_IMSI_A0_03510f460347be5d51fed0777c8deb8ba1e59f96ee923fcbb89524972652f0fa2e6c567780ccba750bb7596b23be
1774025159834593,1,0,ANON_5G_CON_IMSI_A0_03556af4c7a5bb79145f6d072c87f5ffadfbeb9c65f94c0838c5ec9c26304b7d5a1a238439d7ae7dd9628cce4b03
1774025170034616,2,0,ANON_5G_CON_IMSI_A0_03556af4c7a5bb79145f6d072c87f5ffadfbeb9c65f94c0838c5ec9c26304b7d5a1a238439d7ae7dd9628cce4b03
1774025180234623,3,0,ANON_5G_CON_IMSI_A0_03556af4c7a5bb79145f6d072c87f5ffadfbeb9c65f94c0838c5ec9c26304b7d5a1a238439d7ae7dd9628cce4b03
1774025190439551,4,0,ANON_5G_CON_IMSI_A0_03556af4c7a5bb79145f6d072c87f5ffadfbeb9c65f94c0838c5ec9c26304b7d5a1a238439d7ae7dd9628cce4b03
1774026142178173,1,0,ANON_5G_CON_IMSI_A0_03752b2c2aba0078c375bdb94e052ff0d0105149125e5c916bf14a6433a76454cb3b09c0a30398f56406a03750a5
1774026152388242,2,0,ANON_5G_CON_IMSI_A0_03752b2c2aba0078c375bdb94e052ff0d0105149125e5c916bf14a6433a76454cb3b09c0a30398f56406a03750a5
1774026162568150,3,0,ANON_5G_CON_IMSI_A0_03752b2c2aba0078c375bdb94e052ff0d0105149125e5c916bf14a6433a76454cb3b09c0a30398f56406a03750a5
1774026172773076,4,0,ANON_5G_CON_IMSI_A0_03752b2c2aba0078c375bdb94e052ff0d0105149125e5c916bf14a6433a76454cb3b09c0a30398f56406a03750a5
1774027162024151,1,0,ANON_5G_CON_IMSI_A0_03f09937c2ff94e7f9ab05b81b001f5f9d5ca2036ee66a5de1bee6ce83aa48dede1c98121cd5d7056cb25e4ba7ec
1774027466861230,1,0,ANON_5G_CON_IMSI_A0_03e84fa62481cb87404baa2843b6a2fa51520dc9667071f56a433aa081f7f5db1c268884e8422b5f9989bc9cd442
1774027477071257,2,0,ANON_5G_CON_IMSI_A0_03e84fa62481cb87404baa2843b6a2fa51520dc9667071f56a433aa081f7f5db1c268884e8422b5f9989bc9cd442
1774027487271234,3,0,ANON_5G_CON_IMSI_A0_03e84fa62481cb87404baa2843b6a2fa51520dc9667071f56a433aa081f7f5db1c268884e8422b5f9989bc9cd442
1774028138057983,1,0,ANON_5G_CON_IMSI_A0_03ecdfcc18ab5e0afb3d634b209c9d1b84a90d58afba75f6de85b58b5f06b76ed8385da7b5fa19a28d51d6daa6fe
1774028148308053,2,0,ANON_5G_CON_IMSI_A0_03ecdfcc18ab5e0afb3d634b209c9d1b84a90d58afba75f6de85b58b5f06b76ed8385da7b5fa19a28d51d6daa6fe
1774029125354227,1,0,ANON_5G_CON_IMSI_A0_0341243d9d987ea023142db12742fdc01099e8b1b908eeaa66389d8f51b2f268a816e4bbaf0c60318f9d92b157b6
