1775835346225647,1,0,ANON_5G_CON_IMSI_B0_83c5381817fd20c31781489e25953b6c4ffba601def3e4801e4fb82174efd75c3649bfd00636e8a2be0bc4bc60
1775835348445587,2,0,ANON_5G_CON_IMSI_B0_83c5381817fd20c31781489e25953b6c4ffba601def3e4801e4fb82174efd75c3649bfd00636e8a2be0bc4bc60
1775835350585624,3,0,ANON_5G_CON_IMSI_B0_83c5381817fd20c31781489e25953b6c4ffba601def3e4801e4fb82174efd75c3649bfd00636e8a2be0bc4bc60
1775835352750711,4,0,ANON_5G_CON_IMSI_B0_83c5381817fd20c31781489e25953b6c4ffba601def3e4801e4fb82174efd75c3649bfd00636e8a2be0bc4bc60
1775835354850628,5,0,ANON_5G_CON_IMSI_B0_83c5381817fd20c31781489e25953b6c4ffba601def3e4801e4fb82174efd75c3649bfd00636e8a2be0bc4bc60
1775908134299956,1,0,ANON_5G_CON_IMSI_A0_034319fe38de634d9593ce37b2cce44937d6ae8279480437c964bccce99b0969bf0a7f89e3852d4dedafc9f4afd7
1775908144399876,2,0,ANON_5G_CON_IMSI_A0_034319fe38de634d9593ce37b2cce44937d6ae8279480437c964bccce99b0969bf0a7f89e3852d4dedafc9f4afd7
1775908154499817,3,0,ANON_5G_CON_IMSI_A0_034319fe38de634d9593ce37b2cce44937d6ae8279480437c964bccce99b0969bf0a7f89e3852d4dedafc9f4afd7
1775909478852727,1,0,ANON_5G_CON_IMSI_A0_03d52d395d609c4c50e91550bb26be8a368946e83f147a06198475a3278c4c7addd86608db49d7d52a80f462641d
1775909489032704,2,0,ANON_5G_CON_IMSI_A0_03d52d395d609c4c50e91550bb26be8a368946e83f147a06198475a3278c4c7addd86608db49d7d52a80f462641d
1775909494712884,3,0,ANON_5G_CON_IMSI_A0_032ef74e09badb633168e4e80ac2600673c2a05036d5ce74673761d419d7eff3e9f15274a0dbfe6b8443e4784c5e
1775909499137825,4,0,ANON_5G_CON_IMSI_A0_03d52d395d609c4c50e91550bb26be8a368946e83f147a06198475a3278c4c7addd86608db49d7d52a80f462641d
1775909780147872,1,0,ANON_5G_CON_IMSI_A0_026163da9866bfe516ab490bc633a99e73d3f39f4e7b4a75e252ce25c2edae68aabf9761540bbecc54dc99198f0f
1775909790267863,2,0,ANON_5G_CON_IMSI_A0_026163da9866bfe516ab490bc633a99e73d3f39f4e7b4a75e252ce25c2edae68aabf9761540bbecc54dc99198f0f
1775909800347942,3,0,ANON_5G_CON_IMSI_A0_030b95bbc1b27bb14161d7a29b76303cce9cbbd14ef56b6734f86e7e95586b15028eab7b9dcb73b89d66d386f642
1775909800532822,4,0,ANON_5G_CON_IMSI_A0_026163da9866bfe516ab490bc633a99e73d3f39f4e7b4a75e252ce25c2edae68aabf9761540bbecc54dc99198f0f
1775909810512939,5,0,ANON_5G_CON_IMSI_A0_030b95bbc1b27bb14161d7a29b76303cce9cbbd14ef56b6734f86e7e95586b15028eab7b9dcb73b89d66d386f642
1775909820692918,6,0,ANON_5G_CON_IMSI_A0_030b95bbc1b27bb14161d7a29b76303cce9cbbd14ef56b6734f86e7e95586b15028eab7b9dcb73b89d66d386f642
1775909828658041,7,0,ANON_5G_CON_IMSI_A0_0217a2e3124a4368851777ea41cf952141b79240ff2a7889a80297b8830e8cad9ff12e59d9cda56054c7a8c7f97e
